,mean,std
Pitch_lvl,23.36744499206543,20.386856079101562
Breathiness,6.92436408996582,6.276464462280273
Amp_var,0.48736172914505005,0.8413996696472168
Loudness,0.3491268754005432,0.18261829018592834
Shrillness,-0.022090235725045204,0.013943377882242203
Freq_var,0.010271676816046238,0.026127196848392487
